Pos.X,Pos.Y,Pos.Z,Lat,Lon,Alt
4436980.102177126,3085134.3390271463,3376300.64890738,32.168709358996274,34.811777735978346,35.01308983564377
4436977.858601304,3085129.9173217467,3376310.595658472,32.16880625156882,34.81175282567809,36.61288322042674
4436986.9279487105,3085123.3761344994,3376305.538856169,32.168749828126636,34.81164099331956,37.06270735245198
4435795.034919793,3085092.874743828,3375059.633124466,32.164019919949254,34.81859079213525,-1469.3156230235472
4437012.795961305,3085113.1184858074,3376316.1531337816,32.16875699606323,34.811395135674765,55.73473674617708
4437014.026413343,3085098.064891925,3376308.968664878,32.16873856370705,34.81125665045506,45.49032115098089
4437024.297678209,3085090.6477379776,3376319.5766755133,32.16879938022973,34.811129918989764,54.69242999795824
4437018.532985834,3085080.4909157096,3376311.6912207403,32.16878975016426,34.81107639672568,41.57991202827543
4437030.4704371495,3085071.6965372683,3376318.4081792086,32.168818070796256,34.81092759224403,49.202497348189354
4437035.75937899,3085076.068386218,3376318.7755293846,32.168788042990286,34.81093363722472,55.18649576604366
4437031.98664463,3085074.815294905,3376314.296005103,32.1687721553879,34.8109455636337,49.573956162668765
4437034.256784102,3085067.2324828785,3376323.5593652367,32.16885470193357,34.81086581679105,52.41939882840961
4437026.563872529,3085060.3794989563,3376298.7717297804,32.1687145944464,34.810852723793055,30.564231424592435
4437056.144185683,3085073.032318443,3376316.2411892894,32.16869666127437,34.810783831157565,66.53745084628463
4437048.661440325,3085066.3754049526,3376316.0861334475,32.168743220600916,34.81077117279578,58.037573447450995
4437058.147752279,3085073.662538554,3376318.5645273128,32.16870477098532,34.81077719067491,69.47144679259509
4437057.443723282,3085071.3010635977,3376305.0542089175,32.16861088790221,34.81076089560896,60.6479358933866
4437057.297681991,3085079.19145158,3376289.6635771,32.168472352590854,34.81083046363101,56.16517250332981
4437059.560188067,3085063.449392704,3376283.670295492,32.16846083073928,34.81067973869842,46.93966808915138
4437064.209090331,3085071.015002804,3376277.387084575,32.168373805435166,34.810717458763555,50.48135990370065
4437085.823148221,3085076.4732976602,3376287.354140857,32.16834972641785,34.81063415546507,73.44735035020858
4437086.329788858,3085064.3094375036,3376283.650860998,32.168352799330265,34.810525205454205,65.94986390694976
4437089.38439028,3085071.5897676595,3376266.245021261,32.16818793612459,34.81057009156974,62.32389874663204
4437069.4623379875,3085060.058298535,3376229.9992882246,32.168021390088526,34.81059028819136,23.60840020701289
4437095.38271329,3085062.5407621274,3376233.6034743767,32.167939921541844,34.8104550180955,44.74150186404586
4437106.3588287495,3085065.586550074,3376233.3536341665,32.16788639906584,34.81041509994931,53.708790900185704
4437114.73245819,3085064.000852602,3376233.9568722257,32.16786234152286,34.810350617021975,59.08344290126115
4437098.621445109,3085055.6879759943,3376216.9888364584,32.16781910744017,34.81037576418063,34.83562356699258
4437111.508961303,3085055.523096195,3376224.4871434383,32.16782599623919,34.81029632964498,47.70468224491924
4437102.455260732,3085039.699325363,3376218.400244201,32.16785859031552,34.810213382632504,30.525371198542416
4437122.442446948,3085040.953480861,3376235.950417413,32.16791033464598,34.8101033315751,54.366183595731854
4437117.029086488,3085034.8589424794,3376234.122420983,32.16793442360965,34.810083042923466,46.6855678120628
4437141.64099721,3085029.842363062,3376251.1478903955,32.16798111809575,34.80989041701898,70.43139672279358
4437115.870210857,3085028.953911878,3376224.6403693007,32.16788279425807,34.81003865451383,37.978750242851675
4437124.060014984,3085021.4927674774,3376234.1828306126,32.16794380257349,34.809924139629295,45.14542935881764
4437133.239790197,3085015.343266511,3376237.8562260964,32.16795251142135,34.809815050962364,50.5096277333796
4437117.597658946,3085008.0436620694,3376223.8517373255,32.16792727477591,34.80984617900392,28.655041283927858
4435930.876467636,3084985.7167896824,3374984.4282221026,32.16320396159375,34.816835446293744,-1466.7369784144685
4435930.771922566,3084983.6602490223,3374986.201727041,32.163223553918876,34.81681817558762,-1466.8595355758443
4437143.611938076,3084999.9124453105,3376238.9220890338,32.1679620528176,34.809617953421935,50.82937016431242
4437149.5163048385,3084996.96628805,3376236.683455195,32.16792976368283,34.809556573124816,52.31749401334673
4437164.7672852,3084995.319734706,3376236.0552278333,32.16786936148542,34.8094499384683,61.78704976849258
4437133.246711479,3084973.29002521,3376238.4806371145,32.16807250826144,34.80944894063086,30.526166263967752
4437164.130834143,3084979.5816738675,3376241.5682288655,32.167957087850986,34.80931679256777,56.674925833940506
4437180.599582744,3084973.349662247,3376237.181303282,32.16787576015223,34.80916287250729,62.773981627076864
4437150.0698046405,3084962.021497426,3376234.2429784182,32.16800472662025,34.80924903245888,34.517231301404536
4437155.424564971,3084958.821262453,3376241.7516327803,32.16804970681558,34.80918876676679,40.69017288740724
4437160.966369603,3084954.0802432294,3376244.7187952944,32.16806350465611,34.809113956687675,43.83065454568714
4437166.645593493,3084948.6836845228,3376249.8023747453,32.16809471313815,34.80903260854811,47.87625176552683
4437174.43930206,3084940.1015757513,3376254.1385267894,32.168120611287186,34.80891073330788,51.454636913724244
4437176.164461039,3084938.075908949,3376253.512404339,32.1681145828376,34.80888265912948,51.34148012287915
4437181.643580271,3084933.7338327696,3376253.545812632,32.168105139208954,34.808811701387185,53.069226114079356
4437166.465631744,3084929.3343567033,3376246.7150927805,32.16812488659617,34.80886526258331,36.75800258573145
4437192.07854145,3084926.9066916495,3376263.0514090676,32.168155276471616,34.80868911818917,62.08363164588809
4437204.462702666,3084924.160762784,3376258.233575274,32.168077205993214,34.8085902653745,66.79899394698441
4437199.955408927,3084926.6304048435,3376271.3788443543,32.168188550302055,34.80863904186018,71.85829206928611
4437198.507105309,3084935.756070508,3376285.245790961,32.16827510247367,34.808727245551715,82.64414487592876
4437173.626485411,3084918.0927625676,3376267.016431652,32.16828243931796,34.808724066439744,47.11112496815622
4435382.324837866,3084051.2030795435,3374431.538448516,32.16370664632631,34.81202012207159,-2593.9613587800413
4437180.298070095,3084930.9696201556,3376277.3626054474,32.16829982554205,34.80879578217039,63.47859462723136
4437174.593456903,3084919.8839228624,3376284.2932512257,32.16840560152148,34.808733806272414,57.847020025365055
4437162.800691106,3084917.264024138,3376282.6748589105,32.168446916088335,34.808782371100584,47.52323157712817
4437150.940810886,3084910.677116226,3376288.2480808436,32.16855426532848,34.80879680942621,39.06516598910093
4435358.8434192855,3084051.55854275,3374467.897572554,32.16407593878295,34.81216539310902,-2590.754213159904
4437135.215094784,3084906.0131469993,3376308.0471265907,32.168780177305074,34.80885138371219,36.42313810903579
4437128.863674915,3084902.2733051637,3376310.118005925,32.16883127361552,34.808857268026244,31.304214720614254
4437129.548342196,3084910.777382277,3376313.055917035,32.16882769343832,34.80892715267707,37.45354558248073
4435845.409370261,3083080.1255173204,3375062.588987085,32.169361834245656,34.8007599154289,-2405.3474044026807
4437124.568985013,3084914.283322272,3376334.1736259256,32.16899891569605,34.808987807952136,46.93001485615969
4435332.175831712,3084059.3171858587,3374510.6659219777,32.164486443520076,34.8123944227582,-2582.7715069772676
4437091.939498168,3084898.2671954157,3376322.884764856,32.16908526987692,34.809045866987375,10.502734492532909
4435921.859086062,3084916.4015493356,3375111.5453053815,32.16440017246176,34.81628659767389,-1438.8361546816304
4435914.090460628,3084908.5658250237,3375105.8898326266,32.16440909710578,34.81626541530795,-1451.0330931022763
4437106.321550967,3084932.4424551027,3376350.755460958,32.169147656316845,34.80925632082459,51.8510074345395
4437114.108074986,3084943.789157081,3376370.995240696,32.16924036082379,34.80930796807324,73.52163076680154
4435812.015617309,3083115.381251788,3375087.133597002,32.16958432725694,34.80126911001997,-2398.4580712504685
4437087.183413104,3084947.3628414506,3376339.8352095312,32.169098848124065,34.8095020316662,39.94576173927635
4437074.6726603005,3084948.484948151,3376332.3657590174,32.16908807378196,34.80958751824361,27.81593333557248
4435790.896866973,3083133.0155553534,3375069.6580093163,32.169485829275736,34.80155053131489,-2413.9222205914557
4437075.500545677,3084975.7010338437,3376338.065492777,32.16905372401259,34.80981942309809,44.57695532590151
4437070.511595778,3084986.1436932557,3376335.3677315456,32.169024175963926,34.80994052061783,44.719358020462096
4437057.262358868,3084983.209748538,3376323.5245984043,32.16899404295644,34.809995169689174,27.788103878498077
4435765.152763779,3083166.5641275984,3375059.0793094677,32.169414613153776,34.801998553250606,-2421.240612412803
4435763.906695383,3083178.4785934314,3375052.8673224915,32.169339428102425,34.802109861399316,-2419.6579918703064
4437058.97628639,3085028.494141846,3376326.2756463136,32.168884168272335,34.81037899297049,52.326169854961336
4437047.066516625,3085021.486860487,3376321.159248549,32.16891126753977,34.81039007798918,37.939066510647535
4437037.317570204,3085033.086641151,3376316.467426155,32.16888208993828,34.810550057334126,34.270825129933655
4437062.588040153,3085066.933407658,3376338.47190009,32.16885767324431,34.81069174057436,79.90471139922738
4437062.089193656,3085077.274910827,3376340.119729338,32.16884387355855,34.8107847803661,85.43266408890486
4437041.95999619,3085066.400763748,3376314.174404556,32.16875497522186,34.81081195356784,52.374501863494515
4437035.381090509,3085053.7605937407,3376308.3291548407,32.16877093509946,34.810741741534855,38.582310979254544
4437037.683049538,3085068.702364355,3376315.994093543,32.168779417239655,34.810857874534435,51.483067356050014
4437045.326036536,3085071.2612048117,3376316.7415206376,32.16874798034098,34.81083389001514,58.42937998753041
4437040.004894456,3085069.729554814,3376314.888260212,32.168759007663176,34.81085276319106,53.00435271859169
4437014.7798251845,3085064.3521819664,3376307.1380825145,32.168814023665234,34.810958627968205,28.74843142274767
4435502.845037988,3082845.0004642527,3375195.651146315,32.17237374058793,34.80078578484462,-2686.1924883993343
4437022.377989413,3085083.431985498,3376303.996936874,32.16870779746429,34.81107872630373,41.576849861070514
4437002.750807879,3085081.4810738973,3376303.3197696554,32.16878534645212,34.81118053756719,26.632626990787685
4436986.781918676,3085070.472984115,3376294.671624963,32.168812452952466,34.811181366262225,5.6102402014657855
4436985.843219119,3085094.2156452024,3376304.293154368,32.168824522425524,34.81139372335705,21.553964057005942
4436997.870636884,3085116.9579155697,3376313.2836544253,32.16878340396425,34.81151889302575,45.68935266137123
4436995.089217171,3085121.6452465407,3376309.133372278,32.16874983945643,34.81157652974388,43.812119166366756
4436988.519458378,3085136.6876312797,3376314.9927301425,32.16877923441139,34.811747233569676,49.63450618740171
4436972.1807406945,3085127.809987046,3376303.3331921967,32.16877897167107,34.81176884771108,27.78174561727792
4435667.152611957,3083298.7144898153,3375042.19151488,32.169309880586056,34.80374271862833,-2434.5021364549175
4436979.990180757,3085178.1434400296,3376331.5352372644,32.168825504628494,34.81215971757079,72.54753552749753
4435800.3935762765,3085174.6401513363,3375102.076019379,32.164098697504976,34.81927015841407,-1403.4756038598716
4435778.355579523,3085164.042488327,3375092.988263461,32.16414523723436,34.81931133662741,-1428.7514768792316
4436959.398326556,3085177.1152347084,3376320.816207399,32.168827671833405,34.81227540260428,52.03263003565371
4436953.629029281,3085182.329085598,3376319.960222725,32.16882958892416,34.812355707068,50.08690205961466
4436943.460980391,3085178.198644579,3376319.6487939362,32.16887861538519,34.812381296978984,40.85879670549184
4436946.010794126,3085192.667230619,3376324.802424889,32.1688682457364,34.81249180781928,52.36632567550987
4436931.594729137,3085191.6535763736,3376313.8402929604,32.168844172425906,34.81257024061612,36.02146692108363
4435415.489106399,3082986.6911975,3375209.452919924,32.17243524307417,34.802548731991315,-2671.109120973386
4436925.743090006,3085214.652315591,3376319.9815996895,32.16885107882051,34.81280585471932,46.338301019743085
4436917.983622126,3085211.313348496,3376318.4124996974,32.168878840821385,34.81282375645321,38.49698658101261
4436917.686663179,3085226.876378838,3376319.421409736,32.1688450539829,34.81296102405414,46.34833688195795
4436899.20557667,3085215.7602321636,3376308.513130233,32.16886510699306,34.81297612436842,22.32487253844738
4435589.905706272,3083382.4963706248,3375037.7796831094,32.169351154810336,34.80494001274998,-2450.0622768858448
4436899.661043874,3085243.4865880115,3376313.8099810774,32.168827745553386,34.813214714557354,38.8606771286577
4436913.70450503,3085257.537443397,3376322.8795616576,32.16880310563657,34.81325201870244,60.23921303451061
4436886.902044501,3085254.0604084525,3376313.6814789847,32.168848076138445,34.81338398330734,35.03493051417172
4435385.864925001,3083045.3147009094,3375209.585048663,32.17239237109429,34.80323867183049,-2663.3067529043183
4435379.56109699,3083052.0526749897,3375215.240456592,32.17244194932345,34.80333552134485,-2661.421546188183
4436885.55337698,3085273.2131980173,3376322.0250585177,32.16886458381167,34.813558863091636,47.795405922457576
4436884.114267456,3085279.95612681,3376316.900726,32.16881265713367,34.81362626786774,47.325601200573146
4435566.023300633,3083418.16291301,3375042.65140117,32.16938476351302,34.80539521213879,-2446.8350962568074
4436888.737701038,3085274.9081543447,3376326.33819916,32.16888030976947,34.813554342617145,53.12392676435411
4438991.78731571,3086184.1191623732,3377173.413179416,32.164565683292224,34.80874113074622,2405.108448353596
4436903.465437357,3085282.230128315,3376326.220437746,32.16880128538842,34.81352893209976,66.83507349714637
4437289.692908291,3084259.521582256,3375507.9034955907,32.16383451250044,34.8022884297845,-594.5569915305823
4438633.836276964,3086010.976944472,3376805.5368390344,32.163643043134066,34.80940006116512,1876.8093579299748
4436886.5610096855,3085270.5509333857,3376324.736788452,32.16888860926975,34.813529590241444,48.652879661880434
